2.990000000000000036e-03,1.151864313857853439e+01
4.819999999999999632e-03,1.198387772735815915e+01
4.830000000000000092e-03,1.238886416014093328e+01
4.830000000000000092e-03,1.207634255162270520e+01
4.830000000000000092e-03,1.249986416014093393e+01
5.380000000000000233e-03,1.238840706011788484e+01
5.479999999999999628e-03,1.246249072229937660e+01
5.700000000000000205e-03,1.264890706011788524e+01
5.700000000000000205e-03,1.263570706011788580e+01
5.870000000000000218e-03,1.247729090072517977e+01
5.919999999999999915e-03,1.320382719374151570e+01
6.159999999999999677e-03,1.164219072229937701e+01
6.159999999999999677e-03,1.191999072229937795e+01
6.300000000000000044e-03,1.280785651696412941e+01
6.300000000000000044e-03,1.281675651696412999e+01
6.300000000000000044e-03,1.275275651696412993e+01
6.309999999999999637e-03,1.356586436851847033e+01
6.340000000000000149e-03,1.313555678746377176e+01
6.649999999999999661e-03,1.246397421111663206e+01
6.680000000000000174e-03,1.195517053312037525e+01
6.760000000000000384e-03,1.270489389731685925e+01
6.919999999999999936e-03,1.317617279418939269e+01
7.499999999999999722e-03,1.306033730966503725e+01
7.499999999999999722e-03,1.302893730966503583e+01
7.950000000000000469e-03,1.337281182271402358e+01
8.139999999999999666e-03,1.343982385964304171e+01
8.170000000000000179e-03,1.317612385964304167e+01
8.179999999999999771e-03,1.321654279777906105e+01
8.210000000000000284e-03,1.394509206137942847e+01
8.380000000000000296e-03,1.324895310698011919e+01
8.380000000000000296e-03,1.342015310698011810e+01
8.609999999999999598e-03,1.345288075691354024e+01
8.630000000000000518e-03,1.310554115914251838e+01
8.630000000000000518e-03,1.312564115914251950e+01
8.630000000000000518e-03,1.306614115914251961e+01
8.829999999999999308e-03,1.359183596587455511e+01
9.060000000000000345e-03,1.352751283140173832e+01
9.060000000000000345e-03,1.347831283140173930e+01
9.350000000000000672e-03,1.306232772539866893e+01
9.570000000000000381e-03,1.362757593814292889e+01
9.570000000000000381e-03,1.359197593814292837e+01
9.660000000000000184e-03,1.352706799233261492e+01
9.660000000000000184e-03,1.364066799233261662e+01
9.929999999999999591e-03,1.420379130087133213e+01
1.016000000000000063e-02,1.350616954974281825e+01
1.017000000000000022e-02,1.364473291568716995e+01
1.017000000000000022e-02,1.369393291568716897e+01
1.026000000000000002e-02,1.406562396029223017e+01
1.026000000000000002e-02,1.395312396029223123e+01
1.042000000000000044e-02,1.385049863373379075e+01
1.072999999999999995e-02,1.383323514969018930e+01
1.095999999999999926e-02,1.429319937534965490e+01
1.114000000000000060e-02,1.445228839083138972e+01
1.114000000000000060e-02,1.435548839083138972e+01
1.122000000000000081e-02,1.455833086876403470e+01
1.122000000000000081e-02,1.415723086876403514e+01
1.122000000000000081e-02,1.421833086876403485e+01
1.154999999999999950e-02,1.430398978823965273e+01
1.195000000000000055e-02,1.422120273385124811e+01
1.213000000000000016e-02,1.459986954801878056e+01
1.220000000000000077e-02,1.442155289871350554e+01
1.233000000000000068e-02,1.446343683239538258e+01
1.246000000000000059e-02,1.454710266268919305e+01
1.257999999999999917e-02,1.442650266268919346e+01
1.257999999999999917e-02,1.444310266268919385e+01
1.259000000000000050e-02,1.430916271373607351e+01
1.259000000000000050e-02,1.423956271373607230e+01
1.278999999999999929e-02,1.446545350858695400e+01
1.282999999999999939e-02,1.435519555576878403e+01
1.282999999999999939e-02,1.422149555576878477e+01
1.302999999999999992e-02,1.445327411009671792e+01
1.302999999999999992e-02,1.447847411009671781e+01
1.303999999999999951e-02,1.429612578636765363e+01
1.303999999999999951e-02,1.428822578636765250e+01
1.324999999999999963e-02,1.468477467372153988e+01
1.324999999999999963e-02,1.470117467372154074e+01
1.324999999999999963e-02,1.464127467372154001e+01
1.375000000000000007e-02,1.451691761000870784e+01
1.375000000000000007e-02,1.448821761000870723e+01
1.375000000000000007e-02,1.449191761000870748e+01
1.375999999999999966e-02,1.448353125617170356e+01
1.386000000000000079e-02,1.439423207641969782e+01
1.387999999999999998e-02,1.441181211680555130e+01
1.388999999999999957e-02,1.451992700154170457e+01
1.388999999999999957e-02,1.437972700154170447e+01
1.410999999999999928e-02,1.453987433783766114e+01
1.423999999999999919e-02,1.455894142964661420e+01
1.442000000000000053e-02,1.473317725293820324e+01
1.442000000000000053e-02,1.473937725293820300e+01
1.442000000000000053e-02,1.505328173932304203e+01
1.442000000000000053e-02,1.489478173932304195e+01
1.442000000000000053e-02,1.496868173932304202e+01
1.446000000000000063e-02,1.462426761339870573e+01
1.450000000000000074e-02,1.488548794852697554e+01
1.452999999999999951e-02,1.446981714652875795e+01
1.460000000000000013e-02,1.459690612432132539e+01
1.461999999999999932e-02,1.463956334427424721e+01
1.463000000000000064e-02,1.447234580185957498e+01
1.463000000000000064e-02,1.443594580185957454e+01
1.467000000000000075e-02,1.460945980948044820e+01
1.472000000000000045e-02,1.450342806907931426e+01
1.484000000000000076e-02,1.472535586112354977e+01
1.491999999999999924e-02,1.490382174468436283e+01
1.493000000000000056e-02,1.456805412739755567e+01
1.498999999999999985e-02,1.468901211680555186e+01
1.498999999999999985e-02,1.464111211680555158e+01
1.515000000000000027e-02,1.460204890521122678e+01
1.519000000000000038e-02,1.489341362074623554e+01
1.524999999999999967e-02,1.448242627369981328e+01
1.528999999999999977e-02,1.474565363215538483e+01
1.541999999999999968e-02,1.505615759515059437e+01
1.542999999999999927e-02,1.478902700154170446e+01
1.545999999999999978e-02,1.474757725293820165e+01
1.549000000000000030e-02,1.498538952302500427e+01
1.549999999999999989e-02,1.496999037210659722e+01
1.549999999999999989e-02,1.492309037210659639e+01
1.549999999999999989e-02,1.471131173866266018e+01
1.549999999999999989e-02,1.459711173866265987e+01
1.557000000000000051e-02,1.450512652973305805e+01
1.557000000000000051e-02,1.452212652973305751e+01
1.562000000000000020e-02,1.488506900576076930e+01
1.562000000000000020e-02,1.484206900576077004e+01
1.565000000000000072e-02,1.504331262600788044e+01
1.575999999999999970e-02,1.487718444748180957e+01
1.577999999999999889e-02,1.471245697585650092e+01
1.577999999999999889e-02,1.478355697585650219e+01
1.581000000000000114e-02,1.470540932391675604e+01
1.581000000000000114e-02,1.461320932391675598e+01
1.586999999999999869e-02,1.510235824538266591e+01
1.587999999999999828e-02,1.474285639784369195e+01
1.590000000000000094e-02,1.488103397115288118e+01
1.590000000000000094e-02,1.484703397115288226e+01
1.590000000000000094e-02,1.474577345134861517e+01
1.602999999999999911e-02,1.481962930176808158e+01
1.651999999999999996e-02,1.512715068347213787e+01
1.651999999999999996e-02,1.471213226223495418e+01
1.655999999999999833e-02,1.487164366831948925e+01
1.657000000000000139e-02,1.468241881479902666e+01
1.661999999999999936e-02,1.499213069951695587e+01
1.666000000000000120e-02,1.505040536451678790e+01
1.670999999999999916e-02,1.460955724036458037e+01
1.677999999999999978e-02,1.487827388374681092e+01
1.682000000000000162e-02,1.467767388374681126e+01
1.689999999999999836e-02,1.455116037889839831e+01
1.689999999999999836e-02,1.460766037889839986e+01
1.692000000000000101e-02,1.519911208703520522e+01
1.697999999999999857e-02,1.505001450847830569e+01
1.699000000000000163e-02,1.478659995729438315e+01
1.704999999999999918e-02,1.490966048491223361e+01
1.718000000000000083e-02,1.473064509780930109e+01
1.718000000000000083e-02,1.490894509780930122e+01
1.720000000000000001e-02,1.531661844887490531e+01
1.729999999999999941e-02,1.485294925187076487e+01
1.729999999999999941e-02,1.486104925187076553e+01
1.733000000000000165e-02,1.510909711862850102e+01
1.733000000000000165e-02,1.521829711862850054e+01
1.734000000000000125e-02,1.506966643245665338e+01
1.737000000000000002e-02,1.502120675329544497e+01
1.737000000000000002e-02,1.497810675329544416e+01
1.743000000000000105e-02,1.448961208703520498e+01
1.746999999999999942e-02,1.503428444748181114e+01
1.746999999999999942e-02,1.502478444748181019e+01
1.752000000000000085e-02,1.485565718720764927e+01
1.776000000000000148e-02,1.493290095643102333e+01
1.778000000000000067e-02,1.504489576114668559e+01
1.778000000000000067e-02,1.495489576114668573e+01
1.784000000000000169e-02,1.500184117201332690e+01
1.784000000000000169e-02,1.494974117201332575e+01
1.789999999999999925e-02,1.500433241848824117e+01
1.802000000000000129e-02,1.497527852688688199e+01
1.807999999999999885e-02,1.531427006413368730e+01
1.825999999999999845e-02,1.568690658078142341e+01
1.825999999999999845e-02,1.490820658078142280e+01
1.839000000000000010e-02,1.514577006413368743e+01
1.855000000000000052e-02,1.519932275887861017e+01
1.855000000000000052e-02,1.528332275887860980e+01
1.864999999999999991e-02,1.532495586317846481e+01
1.864999999999999991e-02,1.527945586317846427e+01
1.865999999999999950e-02,1.531151475884504087e+01
1.874999999999999931e-02,1.525211118260977905e+01
1.874999999999999931e-02,1.519211118260977855e+01
1.905000000000000096e-02,1.513681844887490513e+01
1.947000000000000119e-02,1.547861398707932423e+01
1.947000000000000119e-02,1.551241398707932539e+01
1.975000000000000019e-02,1.546300122470883842e+01
1.975000000000000019e-02,1.544530122470883882e+01
1.975999999999999979e-02,1.539126567849654847e+01
1.994999999999999898e-02,1.507039639937902820e+01
2.001000000000000001e-02,1.539088987893999239e+01
2.006000000000000144e-02,1.521573725927814813e+01
2.018999999999999961e-02,1.521313729990223607e+01
2.018999999999999961e-02,1.540793729990223504e+01
2.023000000000000145e-02,1.530269031192806395e+01
2.023000000000000145e-02,1.520439031192806389e+01
2.023000000000000145e-02,1.527919031192806365e+01
